word	weight
jonka	0.00021985972605648556
varmaan	0.00021981023318117237
teille	0.0002195925307171482
olit	0.00021871292607711376
takia	0.00021869317996033548
sano	0.0002174608165577248
sain	0.0002170376884924201
olivat	0.0002145955833882247
luulin	0.00021455646554778128
hienoa	0.00021358943521304941
ikinä	0.00021314085120171063
voimme	0.00021101166787287649
tiedätkö	0.0002108080611981375
piti	0.00021035272618812346
tuon	0.0003363320162091867
rakastan	0.00020686217540108375
olevan	0.0002065742136123081
varma	0.00020555835495003895
kuollut	0.0001999120441601749
joo	0.00019642536867613632
yhdessä	0.00019082378950630968
voisi	0.00018942457012437473
ottaa	0.00018901131534031218
kerran	0.0001887544067860394
mihin	0.00018850683900566116
juttu	0.0001850307035791711
tarvitsen	0.0001840512270133825
lähteä	0.0001832821706312869
minne	0.0001826410165193388
yhä	0.00018163190228158015
ajan	0.0001802758251317758
oikeassa	0.00017827352084333963
yhtä	0.00017693894310663385
siksi	0.00017480522137556744
tulen	0.00017377401538132042
rouva	0.000173545272777518
tyttö	0.00017171200686826176
tapahtuu	0.0001711962439183662
hauskaa	0.0001699145816340168
toinen	0.00013586901516592274
pidän	0.0001690107360427418
silloin	0.00016841239935461337
tappaa	0.0001671412200774333
teidät	0.00016561700654614282
nainen	0.00016419386255286266
valmis	0.0001636382804439956
rahaa	0.00016314332517135139
teillä	0.00016281093194558808
kauan	0.00016232573618770734
ihmiset	0.0001615865701929332
teki	0.00015806708940376324
voinut	0.0001548437862150996
pitänyt	0.00015428768285296368
joskus	0.00015334377630716489
ensin	0.00015292243998033049
olisin	0.00015035747276184744
yksin	0.00015020197359647637
kulta	0.00014976046784350735
enkä	0.0001495154676644706
tohtori	0.00014767624634190463
tuota	0.00014600163709136725
lopeta	0.00014546971139020747
lisää	0.0001439758708345043
huomenna	0.00014050439805081828
menen	0.0001402670929873759
apua	0.00013983255462338753
päivää	0.00013973783583998627
päivä	0.00013893402184867118
tällä	0.00013821885066395097
meni	0.00013702057976565127
pari	0.0001364818899174866
kyse	0.0001351980207194467
kertaa	0.00013470941664711763
oliko	0.00013434547857303742
älkää	0.00013372714160423446
tosi	0.00013354963369513373
myöhemmin	0.00013344935528542811
tuntuu	0.00013121451888861008
sai	0.00013113805578083182
nähdään	0.00013054240837180662
tavata	0.00012968188819786414
niinkö	0.00012729811554638154
odottaa	0.00012471268874710126
uusi	0.00012432530151864428
saanut	0.0001217556640803537
jotta	0.00012160837604679935
sanoit	0.00012143910500904192
milloin	0.00012011844667343736
ainoa	0.00011854318764967915
saan	0.00011792614489992674
jonkun	0.00011778119236626898
alas	0.00011726733079854117
minäkin	0.0001170938851661451
halusin	0.00011701443215050778
yhden	0.00011417921606028444
paras	0.00011417208242293335
sir	0.00011389404439161428
vie	0.00011071745732934097
ylös	0.00010962430431744103
etten	0.00010812660316703764
parempi	0.00010777977697533422
kuuluu	0.00010757887306230761
osaa	0.00010751656167992844
asiaa	0.00010701181413312338
mikään	0.00010592341368523053
silti	0.00010514841292105082
okei	0.00010474489726069826
jotakin	0.00010454684341524586
paikka	0.00010311147359256905
ketään	0.00010305724720718396
viime	0.0001021915647539138
ajattelin	0.00010180050446159272
jota	0.00010150433811516512
miehen	0.00009963641566054466
ihmisiä	0.00009841401679749751
alkaa	0.0000982021958709992
tein	0.00009750216899913415
ymmärrä	0.00009677837351305442
teit	0.00009604418861808357
hieman	0.000096024561393404
oletteko	0.00009567161432000597
hetki	0.00009485059830225789
kuuntele	0.00009431818678146313
muista	0.00009364508857997054
ohi	0.00009332879113813189
pieni	0.00009231895207084903
yli	0.00009134650696429105
ymmärrän	0.00009101501038774852
tullut	0.00009100227255348432
sama	0.00008870511909153455
oikea	0.00008666092366795424
yritän	0.00008642491739204978
neiti	0.0000858919861779574
riittää	0.0000858548664379026
vanha	0.0000855026290400218
minkä	0.00008346539119988819
luulen	0.00008229238359116638
saanko	0.00008040769233642969
haluaisin	0.00008008474618546272
tiennyt	0.00007927427958509103
tulin	0.00007895955214294431
toivottavasti	0.00007878760776007624
pyydän	0.0000783674316061866
voisin	0.00007830243439892637
otan	0.0000781312073800055
soittaa	0.00007803092005617816
kanssasi	0.00007787177256363084
muuten	0.00007771867296840633
jokin	0.00007770101732460321
isäni	0.00007747167647180531
teemme	0.00007708433336825093
voinko	0.00007706674992883395
kuoli	0.00007678568767028716
tarkoittaa	0.00007641173669753292
nopeasti	0.00007640006543793521
asioita	0.00007598049377292626
tulkaa	0.00007592231130031179
puhu	0.00007566657317022378
minuun	0.00007558529242534963
tarpeeksi	0.0000753996718854774
irti	0.00007512166895351273
läpi	0.00007484995526871705
hyvältä	0.00007483840390405678
kohta	0.00007478643379431129
poissa	0.00007461333046419015
iso	0.00007455567392475847
töitä	0.00007450380209320518
vasta	0.00007425621915882
kiltti	0.00007357892240598661
nimi	0.00007347587872428989
täysin	0.00007343010470914121
kunnes	0.00007337862599035679
hiljaa	0.00007335575235396506
poliisi	0.00007329858386269882
viisi	0.00007296174338159805
jossa	0.00007289902841235696
olisit	0.00007254604835670848
halunnut	0.00007242668481235179
heille	0.00007065363658113044
tahansa	0.00007014948951185126
asti	0.0000701159438889092
ettet	0.00006954132834729715
kaunis	0.00006912440651640277
senkin	0.00006868107158565218
tulossa	0.00006820607726012026
löytää	0.00006798020667491677
isäsi	0.00006743087392252394
käyttää	0.00006725008316523843
kuitenkin	0.00006677461627982766
oikeasti	0.00006634433173473487
vuoden	0.00006601846264324849
ainakin	0.00006592627892464437
mukana	0.00006582874283306635
rahat	0.00006545552337542762
kuulostaa	0.00006545552337542762
miltä	0.00006493802651742661
pakko	0.00006347761960101114
yrittää	0.00006336596855478622
sellaista	0.00006336065428968281
kiva	0.00006312704724964537
samaa	0.00006304220620454721
dollaria	0.00006274571181843949
neljä	0.00006255547732915324
kello	0.00006207589457088082
pysy	0.00006190243590158168
paska	0.0000610857347644632
ensimmäinen	0.0000610492150562282
kaveri	0.00009746186564735487
mukava	0.000060731434081678525
sanoo	0.00006060663281163227
kotona	0.000060134594074590665
tunnen	0.00005997938138680709
tarkoitat	0.00005993285669118115
liikaa	0.00005939140235101103
hitto	0.00005893437922919195
kuulin	0.00005861704674639244
mieltä	0.00005856083529752177
melkein	0.00005847912132633095
näytä	0.000058239416469888906
niistä	0.000058071407226064136
kerron	0.00005803071426030879
kuullut	0.00005795953588960564
eilen	0.00005786300653665194
varten	0.00005770568398767838
hieno	0.00005761950125583142
muut	0.00005700794358804032
tunne	0.00005639463507531244
siltä	0.00005608422485375222
mä	0.00005607422588339345
asian	0.00005545603064912622
sait	0.00005508378528214092
kuulla	0.00005499463292206192
näen	0.00005487092998324089
meistä	0.00005427417622028089
kertonut	0.000054269257965035894
eli	0.000054205340926477824
luulet	0.00005403835134675388
kapteeni	0.000053754081341497984
john	0.000053626893315355124
tänä	0.00005346567930653479
pysty	0.00005333883313696077
hauska	0.00005294948212748387
haloo	0.0000529154817729064
kertoi	0.000052566397634165555
toisen	0.00005231499978995407
jumala	0.000051866887001375914
tehdään	0.00005184765656654043
kanssani	0.00005180920639381555
auta	0.000051713143360855526
luuletko	0.000051698741594341524
pikku	0.000050709863415777445
jopa	0.000050491409491290385
sieltä	0.000050046470018626126
näytät	0.000050041747205500324
paitsi	0.00004977762534391333
nuo	0.000049537693845925976
puhut	0.00004953299510092888
uskoa	0.00004946723607053921
äitisi	0.00004932647094557007
suoraan	0.00004916717960138311
voitte	0.00004914845638007478
olimme	0.000049092308110041966
kanssaan	0.000048788729337105766
mikset	0.0000487607541488407
uuden	0.00004850003926458377
päivän	0.00004834673096748398
aikaan	0.000048318882805453746
kaikkea	0.000048128801750488005
eri	0.000048073239138253686
yötä	0.00004734006410184977
osa	0.00004728036812278989
maksaa	0.000047248239733778394
minuuttia	0.000047206947850468464
tietenkin	0.00004711983537572374
halusi	0.00004704653990110671
ystäväni	0.00004666723521826034
vuoksi	0.000046644434566240376
menossa	0.00004657606603813705
kuule	0.000046507747651968514
hullu	0.00004647588289810756
tietysti	0.000046371261305435874
maailman	0.00004584540121841587
jack	0.00004578665548473376
pojat	0.00004575955477181165
tapahtunut	0.00004566927700386265
asiat	0.00004527311382254999
toki	0.00004516536883304618
palaa	0.000045120512972437
auto	0.000045039828582307455
sille	0.00004480714593669473
sanonut	0.00004439250456099514
katsokaa	0.000044316918268516754
soita	0.0000442769280698343
kovin	0.000044232515686781816
tarkoitan	0.000043939952874068706
huomenta	0.00004389128678354714
kävi	0.00004387801889331881
elää	0.00004383822725669817
tarvitsee	0.000043745450303292066
new	0.00004357781801539048
uskon	0.00004352054400320809
tervetuloa	0.000043498525565371065
jätä	0.00004344130370080086
sanon	0.00004327425573357951
tuntia	0.0000691123841072643
jää	0.00004303304572768121
menkää	0.000042914880241286724
työtä	0.000042888643306761485
hetkinen	0.00004286241439494582
näe	0.00004218761482189212
yhtään	0.00004209227071285066
löysin	0.00004189326339065135
tarvitsemme	0.00004164301323961423
jolla	0.000041608554810605713
hätää	0.00004122616673304855
sehän	0.000041071994323272326
voitko	0.0000409779200308731
terve	0.00004092238137534096
ai	0.000040888222460822996
tiesin	0.00004066653716720423
tapa	0.000040649509411851355
minulta	0.000040449700375827814
jättää	0.0000404199837024538
ensi	0.00004018264342823052
sinuun	0.00004008959381412561
onnea	0.00004003466065031285
helvetti	0.000039971323029668045
yritä	0.00003989960100896512
lapset	0.00003988273459921579
lähellä	0.00003982794339279177
saamme	0.00003982373024457662
tavalla	0.00003954195697339433
muita	0.00003950418304823015
hyvät	0.00003921518265284498
sellainen	0.00003908986124379504
päivänä	0.00003907316687659534
ongelma	0.0000388439809066627
muistatko	0.00003880238315755047
olkaa	0.000038752495275217544
parasta	0.00003865281578306653
viedä	0.000038598876320975026
viimeinen	0.0000385449745210479
niiden	0.000038457981941240614
suuri	0.00003845384188882376
sopii	0.00003839176784493597
annan	0.00003760983668538089
oma	0.000037564813350709464
soitan	0.00003754435711270784
miestä	0.000037511638720263495
vauhtia	0.000037462587873962205
välitä	0.00003731970620221178
vaivaa	0.00003728708586510662
monta	0.00003604605593048466
ihminen	0.0000358339324809797
aamulla	0.0000357221199777247
heillä	0.000035654319056323334
sanot	0.00003563837525817437
vuonna	0.00003546720462107355
jäädä	0.00003545925322447908
äitini	0.00003529644603925029
tulevat	0.000035272652019788635
huono	0.000035141928318683054
valmiina	0.000035134013469987725
hoitaa	0.000034944324524952134
miehet	0.000034837850132076225
viitsi	0.00003479845639956488
muka	0.00003478664262544581
päälle	0.00003474727786383013
paremmin	0.00003468827250635227
kysyä	0.00003423365764594849
unohda	0.00003415948067611763
lähdetään	0.00003411267351425897
väärin	0.00003404252294179276
samoin	0.00003401136808630208
rauhoitu	0.0000339257657752071
aio	0.00003388300506748702
teistä	0.000033797564547701666
tulit	0.000033778161290330885
luo	0.000033758763604286205
heistä	0.000033751006089839634
lapsi	0.00003357669768188538
lähden	0.00003351483011134246
naisen	0.00003348005467387948
lähde	0.000033422135724989014
aion	0.000033291038410755896
molemmat	0.00003322173824550393
naiset	0.000033194807680880586
pääse	0.0000328916340547776
kahden	0.00003264323035263296
väliä	0.000032532707834220646
mahtavaa	0.00003250986450584285
vaikea	0.000032452791284252715
katsomaan	0.00003213032348734378
olleet	0.00003204334427871911
aiemmin	0.00003203578644059958
haluavat	0.000031745487480529544
tuossa	0.00003173420387380113
käydä	0.00003166278760747398
tiedämme	0.00003163274166872809
syytä	0.00003148647196215633
takana	0.000031370448093510525
onneksi	0.00003108690860053144
poikani	0.00003084542894245043
vastaa	0.00003080095104060314
joita	0.00003076020782148647
töissä	0.00003064183541604104
uudestaan	0.000030634444717704175
paha	0.00003057904289394079
antoi	0.00003044259944661903
kaikkien	0.00003030646108511391
voivat	0.000030148629539788833
uutta	0.000030097331443396217
menemme	0.000030097331443396217
pidät	0.00002999121004974132
naimisiin	0.000029918132079694807
uudelleen	0.000029735827147404764
ongelmia	0.00002965578947680765
ovi	0.000029434430997177268
iltana	0.00002927888971258093
asiassa	0.00002925721903691838
vittu	0.00002919225514618814
michael	0.00002915259053580234
tärkeää	0.00002896904330922094
voisit	0.000028886456756938022
sisällä	0.000028882868711510075
ruokaa	0.000028714481954629485
haluatte	0.000028671568481148037
muistan	0.00002865727112128495
sinulta	0.000028453921173252173
näitä	0.000028400528369676552
lähti	0.000028350740325507147
etkä	0.000028180370065112293
menet	0.000028123694079072318
toimii	0.000028109533996684065
yritin	0.00002793636236210506
tuskin	0.000027925777399668227
saattaa	0.00002792224952456204
tunnin	0.0000278905086769933
ulkona	0.000027841169904559727
taitaa	0.000027837647377926587
tarvitset	0.000027774280006400467
kaikille	0.00002767585205694211
onkin	0.000027609161166550747
toimi	0.000027602145752739255
lapsia	0.000027574093011615032
kysymys	0.000027406076079360258
kuolla	0.000027165451285554358
sinäkin	0.000027120234960147212
aiot	0.000027095903307717946
sä	0.000026991748480746006
tytön	0.00002688087106886182
oikeastaan	0.000026549608042308943
erittäin	0.00002652897229618072
tehty	0.00002651521958915611
kunhan	0.00002648428903525378
avaa	0.00002643277822563108
kestä	0.000026374459924086532
elämä	0.00002590003821945008
tappoi	0.00002584909902788413
tekemään	0.000025825344564837706
olemaan	0.00002577108965426304
puoli	0.000025760923209842037
etsin	0.000025750758771098415
ase	0.00002573043591064336
katsoa	0.000025703351243140402
hätänä	0.000025686430568674957
täynnä	0.000025618803584074094
hyviä	0.000025598532871231235
auton	0.00002556814184454739
lopettaa	0.0000255209027934903
tulet	0.00002550404228934662
voisitko	0.00002535591008846324
kuusi	0.000025322303849493325
tyyppi	0.00002514791064595601
hakemaan	0.000025030869898872407
aikana	0.000025007494508853096
puhun	0.000024884120278271315
voisimme	0.00002485082826209283
toivon	0.000024827537110523986
elossa	0.0000248175585312187
muuttaa	0.000024800932022770776
laita	0.000024754407438571367
hoidan	0.000024744443567566956
alkoi	0.000024684702460765757
istu	0.000024317894485190454
joko	0.00002426524768217817
maan	0.00002425209489554684
häneen	0.00002417653556828673
mukavaa	0.000023917903580001492
outoa	0.000023901581265958028
yleensä	0.0000237874810647843
nuori	0.000023764693783946954
sekä	0.000023556859252691964
töihin	0.000023505043245826095
hetken	0.00002333381020987307
homma	0.00002321142466681908
ikävä	0.000023172843456504575
ollaan	0.00002313108335895011
vaimoni	0.000023060498223048937
seuraa	0.000022993222120565174
helvettiä	0.000022961220423508943
ystäviä	0.000022935635111283094
nimeni	0.000022843007915122264
olekin	0.000022731466066888685
jatkaa	0.00002258845625463821
luona	0.000022515536621679157
palata	0.000022512368877091376
muu	0.000022496533496948105
tekevät	0.00002246487945063984
saisi	0.000022354265785332717
eihän	0.00002225652166043854
vettä	0.000022190429576175253
antakaa	0.00002218728478545095
vaikeaa	0.00002214956467929679
saatte	0.0000221118766639809
tilanne	0.000022086769148680457
mahdollista	0.000022083631712106604
auki	0.000022030329386866663
elämäni	0.000022017797023108624
pitkä	0.000021923917949975567
vitun	0.000021917666476397424
verta	0.000021820882625267982
lupaan	0.000021528718273796765
kenen	0.000021352513832147856
paikan	0.000021278539101454025
teette	0.00002122006680845638
käynyt	0.000021216991547881672
kestää	0.000021118700875898155
kaikkia	0.000021081900707107836
ovatko	0.000021026760624244123
taida	0.000021026760624244123
kuulemma	0.00003356449253325122
sanotaan	0.00002093502094032931
paikalla	0.000020746061170452266
tytöt	0.0000207126255254872
sam	0.00002067011006754156
alla	0.000020606418779116618
pyytää	0.000020461207735928316
jokainen	0.00002040085467466948
vaikuttaa	0.000020361672986829086
oman	0.000020304475190387592
yhteen	0.000020115394968440505
puolesta	0.0000200944406538865
saimme	0.000019992817883195575
usein	0.000019933160123432668
jutella	0.000019790345196168798
tehtävä	0.000019695420496555318
näetkö	0.00001965100309930935
illalla	0.00001954165457073056
miksei	0.0000194944632102248
haluamme	0.000019479727609851538
voittaa	0.000019450273123083278
ystävä	0.000019441441122687144
uskomatonta	0.000019420840921619374
iloinen	0.000019394370994237082
vihainen	0.00001911898613982821
näet	0.00001897330710524842
ala	0.000018926807480589888
sentään	0.000018755833177020444
herrat	0.000018732709945219925
sinähän	0.00001872693136580023
paskiainen	0.000018625950523301296
tosiaan	0.00001860290751859646
päällä	0.000018588512883379852
välillä	0.000018565493055391548
paljonko	0.000018378985671832443
päin	0.000018373261914261467
häneltä	0.00001825897395939853
josta	0.000018244713036008066
edessä	0.00001821905741364697
luota	0.00001820766070899895
ihmisten	0.000018003129751261795
onpa	0.000017870239695719704
kymmenen	0.00001781384004745375
näytän	0.00001762274801965586
luottaa	0.000017608737805939406
varo	0.0000175303835672334
kunnon	0.000017466151860177806
kautta	0.000017457782502700117
niinpä	0.00001743547402162688
nimesi	0.000017410394028677322
saavat	0.00001740203804238225
itsensä	0.00001738254854088362
pelkää	0.000017363069959184113
väärässä	0.00001735194424383707
turvassa	0.000017310254567844373
rakastaa	0.00001722148417788204
matkalla	0.000017213173653607854
helvetin	0.000017160586909490814
frank	0.000017157821414646674
syy	0.000017157821414646674
kultaseni	0.00001715505614265557
ajaa	0.000017072201609587767
yritti	0.000017066685105347306
haluaisi	0.000017052897744674426
olenko	0.000016989547644259174
tapauksessa	0.000016975791483012393
pelastaa	0.00001695104443250992
nimensä	0.000016945547539337293
lähtee	0.00001692631543310398
velkaa	0.000016868684633198835
charlie	0.00001684949620616206
odottakaa	0.000016783790214796747
soitti	0.00001675918356171172
haen	0.000016734594959723228
kaukana	0.000016693654069956915
päässä	0.000016598320323581963
mahtava	0.00001652767769159555
helppoa	0.000016451769487895734
alle	0.000016416585783656933
puhuu	0.00001635173019950587
syö	0.000016322047622647515
toista	0.00001629508686143677
kuulu	0.00001627084123028233
kerroin	0.000016230471958572767
pojan	0.000016187466669637367
idea	0.00001617403921662984
kuolee	0.000016160617334948407
viimeksi	0.000016123065705695182
syödä	0.000016123065705695182
jumalan	0.000016096269855736677
jossain	0.00001597062787258356
itseni	0.000015824225122744786
olemassa	0.00001580298633628067
samalla	0.00001573935555245705
tom	0.00001572876290159022
ettekö	0.000015657355772237855
haittaa	0.00001557293547368595
jutun	0.000015551866055534946
tulisi	0.000015507140898235813
talo	0.00001544148560593791
sisälle	0.000015423127083635375
numero	0.000015423127083635375
mennyt	0.000015420505329004334
tärkeä	0.00001540477948113198
tuosta	0.000015396919565711896
vien	0.000015396919565711896
yhteyttä	0.000015368117035522586
maahan	0.000015365499960805462
ostaa	0.000015297534239578373
katsotaan	0.000015253176566948086
eteenpäin	0.000015227113903502917
jotkut	0.00001518545999542371
ymmärrätkö	0.000015182858520419631
odotan	0.000015167254350309065
ymmärtää	0.00001515945527376987
olkoon	0.000015146461269932083
ympäri	0.000015058249795403016
george	0.000015042709806968997
eräs	0.000014988383026287782
huolta	0.000014954801412579182
pitkään	0.000014947057157888703
äidin	0.000014934154523798779
david	0.000014926415617581347
viikon	0.000014918678717041308
veljeni	0.000014697740426824569
loppuun	0.00001467982961628656
selittää	0.000014672156897423067
ajatus	0.00001464404075460795
seuraava	0.000014641486078743019
kuukautta	0.000014559854117472226
isän	0.000014559854117472226
millainen	0.000014557306795757733
talon	0.000014529300965199181
myöhässä	0.000014447982781013731
kerta	0.000014293602115068298
pomo	0.000014265851228391586
vei	0.000014182760359671082
pääsi	0.000014170192005146508
maailma	0.000014155117333867458
tuonne	0.000013927468381376304
kädet	0.00001390505393368085
etsi	0.000013892609262595456
otti	0.000013813095296650724
häivy	0.000013813095296650724
luultavasti	0.00001380069185337839
kertoo	0.000013694252225577277
itsesi	0.0000136448858193663
käyn	0.000013627628636805073
loppu	0.000013546420430596627
kohtaan	0.000013418948489676261
tiedäthän	0.000013399390906572816
taidan	0.000013355438492202257
alan	0.000013282344922442693
saman	0.000013262887177502765
selvää	0.00001324830322862565
tarvitaan	0.000013245873350465116
tekisi	0.000013236156066353417
asiasta	0.000013224014475407273
mieheni	0.000013207025607910504
kaikesta	0.000013151281927578291
minähän	0.000013139179335914773
itseäsi	0.000013061854678270044
ottakaa	0.000013030506720617117
mietin	0.000013006418535137953
rakas	0.000013006418535137953
joe	0.000012984758222141929
kovasti	0.000012984758222141929
aiotko	0.00001297273251477844
kysy	0.000012924685398585381
totuus	0.000012821685953217811
tajua	0.00001280495760092897
jatka	0.000012802568727728454
viikkoa	0.0000127500698991371
pitäisikö	0.000012714337084998947
tapan	0.000012714337084998947
suomennos	0.000012626410528086081
ajattele	0.000012609810093444248
aloittaa	0.000012602698964250545
miehiä	0.000012602698964250545
naimisissa	0.000012538789056989858
näkee	0.000012510436801375081
muutaman	0.00001240675308573724
kahvia	0.000012373853290915436
laittaa	0.000012371504976968848
palaan	0.000012261385599712356
näki	0.000012168054745066466
pelkkä	0.000012151758504829102
fbi	0.000012133147601454729
huoli	0.000012119198783751778
jäljellä	0.000012109904029010682
tällaista	0.000012091325216474583
tietenkään	0.000012040307023504686
pitäkää	0.000012017152592278067
sattuu	0.000011970910585737903
miljoonaa	0.000011929368995592652
kohti	0.000011853396944495855
oltava	0.000011805177451473594
s	0.000011773085721787762
voimmeko	0.000011750189800091682
peter	0.000011736462944020123
onnellinen	0.000011731889108153953
käytä	0.000011702180903195592
lapsen	0.000011663388539622307
seitsemän	0.000011651991277841679
agentti	0.000011604183617243934
the	0.00001154286103381906
perhe	0.000011499805491522337
kuningas	0.000011497541638879261
kauanko	0.000011495278009089229
tiesi	0.000011486225718459535
täydellinen	0.000011452311385156888
puolella	0.00001144779326255161
annoin	0.000011362118301364423
jätti	0.000011341873996607224
